Skip To My Lou,"Engineer notes: saved as TD8
two audio files renamed: TD8-01 and TD8-02",00:02:05,Play parties and the songs that people sing,Back Where I Come From: Party Songs,1940,Columbia Broadcasting System,The program consists of three songs with brief narrated segments before and after each piece. Woody Guthrie talks about play parties and briefly explains the purpose of secular songs.,"Ledbetter, Huddie","Notes read: Back Where I Come From - Party Songs III, IV. ""Skip to My Lou"" b/w ""Ida Red,"" ""The Girl I Left Behind.""  Woody Guthrie, Golden Gate, et al.

Written by Alan Lomax and Nicholas Ray. Announcer: John Tillman"
Skip To My Lou,"Engineer notes: saved as TD8
two audio files renamed: TD8-01 and TD8-02",00:02:05,Play parties and the songs that people sing,Back Where I Come From: Party Songs,1940,Columbia Broadcasting System,The program consists of three songs with brief narrated segments before and after each piece. Woody Guthrie talks about play parties and briefly explains the purpose of secular songs.,"White, Joshua","Notes read: Back Where I Come From - Party Songs III, IV. ""Skip to My Lou"" b/w ""Ida Red,"" ""The Girl I Left Behind.""  Woody Guthrie, Golden Gate, et al.

Written by Alan Lomax and Nicholas Ray. Announcer: John Tillman"
Skip To My Lou,"Engineer notes: saved as TD8
two audio files renamed: TD8-01 and TD8-02",00:02:05,Play parties and the songs that people sing,Back Where I Come From: Party Songs,1940,Columbia Broadcasting System,The program consists of three songs with brief narrated segments before and after each piece. Woody Guthrie talks about play parties and briefly explains the purpose of secular songs.,The Golden Gate Quartet,"Notes read: Back Where I Come From - Party Songs III, IV. ""Skip to My Lou"" b/w ""Ida Red,"" ""The Girl I Left Behind.""  Woody Guthrie, Golden Gate, et al.

Written by Alan Lomax and Nicholas Ray. Announcer: John Tillman"
Skip To My Lou,"Engineer notes: saved as TD8
two audio files renamed: TD8-01 and TD8-02",00:02:05,Play parties and the songs that people sing,Back Where I Come From: Party Songs,1940,Columbia Broadcasting System,The program consists of three songs with brief narrated segments before and after each piece. Woody Guthrie talks about play parties and briefly explains the purpose of secular songs.,"Guthrie, Woody","Notes read: Back Where I Come From - Party Songs III, IV. ""Skip to My Lou"" b/w ""Ida Red,"" ""The Girl I Left Behind.""  Woody Guthrie, Golden Gate, et al.

Written by Alan Lomax and Nicholas Ray. Announcer: John Tillman"
Skip To My Lou,"Engineer notes: saved as TD8
two audio files renamed: TD8-01 and TD8-02",00:02:05,Play parties and the songs that people sing,Back Where I Come From: Party Songs,1940,Columbia Broadcasting System,The program consists of three songs with brief narrated segments before and after each piece. Woody Guthrie talks about play parties and briefly explains the purpose of secular songs.,"Tillman, John","Notes read: Back Where I Come From - Party Songs III, IV. ""Skip to My Lou"" b/w ""Ida Red,"" ""The Girl I Left Behind.""  Woody Guthrie, Golden Gate, et al.

Written by Alan Lomax and Nicholas Ray. Announcer: John Tillman"
Skip To My Lou,"Engineer notes: saved as TD8
two audio files renamed: TD8-01 and TD8-02",00:02:05,Play parties and the songs that people sing,Back Where I Come From: Party Songs,1940,Columbia Broadcasting System,The program consists of three songs with brief narrated segments before and after each piece. Woody Guthrie talks about play parties and briefly explains the purpose of secular songs.,"Ives, Burl","Notes read: Back Where I Come From - Party Songs III, IV. ""Skip to My Lou"" b/w ""Ida Red,"" ""The Girl I Left Behind.""  Woody Guthrie, Golden Gate, et al.

Written by Alan Lomax and Nicholas Ray. Announcer: John Tillman"
Ida Red,"engineer notes:  saved as TD8
two audio files renamed: TD8-01 and TD8-02",00:04:52,Play parties and the songs that people sing (continued),Back Where I Come From: Party Songs,1940,Columbia Broadcasting System,The program consists of three songs with brief narrated segments before and after each piece. Woody Guthrie talks about play parties and briefly explains the purpose of secular songs.,"Ledbetter, Huddie","Notes read: Back Where I Come From - Party Songs III, IV. ""Skip to My Lou"" b/w ""Ida Red,"" ""The Girl I Left Behind.""  Woody Guthrie, Golden Gate, et al.

Written by Alan Lomax and Nicholas Ray. Announcer: John Tillman"
Ida Red,"engineer notes:  saved as TD8
two audio files renamed: TD8-01 and TD8-02",00:04:52,Play parties and the songs that people sing (continued),Back Where I Come From: Party Songs,1940,Columbia Broadcasting System,The program consists of three songs with brief narrated segments before and after each piece. Woody Guthrie talks about play parties and briefly explains the purpose of secular songs.,"White, Joshua","Notes read: Back Where I Come From - Party Songs III, IV. ""Skip to My Lou"" b/w ""Ida Red,"" ""The Girl I Left Behind.""  Woody Guthrie, Golden Gate, et al.

Written by Alan Lomax and Nicholas Ray. Announcer: John Tillman"
Ida Red,"engineer notes:  saved as TD8
two audio files renamed: TD8-01 and TD8-02",00:04:52,Play parties and the songs that people sing (continued),Back Where I Come From: Party Songs,1940,Columbia Broadcasting System,The program consists of three songs with brief narrated segments before and after each piece. Woody Guthrie talks about play parties and briefly explains the purpose of secular songs.,The Golden Gate Quartet,"Notes read: Back Where I Come From - Party Songs III, IV. ""Skip to My Lou"" b/w ""Ida Red,"" ""The Girl I Left Behind.""  Woody Guthrie, Golden Gate, et al.

Written by Alan Lomax and Nicholas Ray. Announcer: John Tillman"
Ida Red,"engineer notes:  saved as TD8
two audio files renamed: TD8-01 and TD8-02",00:04:52,Play parties and the songs that people sing (continued),Back Where I Come From: Party Songs,1940,Columbia Broadcasting System,The program consists of three songs with brief narrated segments before and after each piece. Woody Guthrie talks about play parties and briefly explains the purpose of secular songs.,"Guthrie, Woody","Notes read: Back Where I Come From - Party Songs III, IV. ""Skip to My Lou"" b/w ""Ida Red,"" ""The Girl I Left Behind.""  Woody Guthrie, Golden Gate, et al.

Written by Alan Lomax and Nicholas Ray. Announcer: John Tillman"
Ida Red,"engineer notes:  saved as TD8
two audio files renamed: TD8-01 and TD8-02",00:04:52,Play parties and the songs that people sing (continued),Back Where I Come From: Party Songs,1940,Columbia Broadcasting System,The program consists of three songs with brief narrated segments before and after each piece. Woody Guthrie talks about play parties and briefly explains the purpose of secular songs.,"Tillman, John","Notes read: Back Where I Come From - Party Songs III, IV. ""Skip to My Lou"" b/w ""Ida Red,"" ""The Girl I Left Behind.""  Woody Guthrie, Golden Gate, et al.

Written by Alan Lomax and Nicholas Ray. Announcer: John Tillman"
Ida Red,"engineer notes:  saved as TD8
two audio files renamed: TD8-01 and TD8-02",00:04:52,Play parties and the songs that people sing (continued),Back Where I Come From: Party Songs,1940,Columbia Broadcasting System,The program consists of three songs with brief narrated segments before and after each piece. Woody Guthrie talks about play parties and briefly explains the purpose of secular songs.,"Ives, Burl","Notes read: Back Where I Come From - Party Songs III, IV. ""Skip to My Lou"" b/w ""Ida Red,"" ""The Girl I Left Behind.""  Woody Guthrie, Golden Gate, et al.

Written by Alan Lomax and Nicholas Ray. Announcer: John Tillman"
That Gal I Left Behind Me,"engineer notes:  saved as TD8
two audio files renamed: TD8-01 and TD8-02",00:04:52,Play parties and the songs that people sing (continued),Back Where I Come From: Party Songs,1940,Columbia Broadcasting System,The program consists of three songs with brief narrated segments before and after each piece. Woody Guthrie talks about play parties and briefly explains the purpose of secular songs.,"Ledbetter, Huddie","Notes read: Back Where I Come From - Party Songs III, IV. ""Skip to My Lou"" b/w ""Ida Red,"" ""The Girl I Left Behind.""  Woody Guthrie, Golden Gate, et al.

Written by Alan Lomax and Nicholas Ray. Announcer: John Tillman"
That Gal I Left Behind Me,"engineer notes:  saved as TD8
two audio files renamed: TD8-01 and TD8-02",00:04:52,Play parties and the songs that people sing (continued),Back Where I Come From: Party Songs,1940,Columbia Broadcasting System,The program consists of three songs with brief narrated segments before and after each piece. Woody Guthrie talks about play parties and briefly explains the purpose of secular songs.,"White, Joshua","Notes read: Back Where I Come From - Party Songs III, IV. ""Skip to My Lou"" b/w ""Ida Red,"" ""The Girl I Left Behind.""  Woody Guthrie, Golden Gate, et al.

Written by Alan Lomax and Nicholas Ray. Announcer: John Tillman"
That Gal I Left Behind Me,"engineer notes:  saved as TD8
two audio files renamed: TD8-01 and TD8-02",00:04:52,Play parties and the songs that people sing (continued),Back Where I Come From: Party Songs,1940,Columbia Broadcasting System,The program consists of three songs with brief narrated segments before and after each piece. Woody Guthrie talks about play parties and briefly explains the purpose of secular songs.,The Golden Gate Quartet,"Notes read: Back Where I Come From - Party Songs III, IV. ""Skip to My Lou"" b/w ""Ida Red,"" ""The Girl I Left Behind.""  Woody Guthrie, Golden Gate, et al.

Written by Alan Lomax and Nicholas Ray. Announcer: John Tillman"
That Gal I Left Behind Me,"engineer notes:  saved as TD8
two audio files renamed: TD8-01 and TD8-02",00:04:52,Play parties and the songs that people sing (continued),Back Where I Come From: Party Songs,1940,Columbia Broadcasting System,The program consists of three songs with brief narrated segments before and after each piece. Woody Guthrie talks about play parties and briefly explains the purpose of secular songs.,"Guthrie, Woody","Notes read: Back Where I Come From - Party Songs III, IV. ""Skip to My Lou"" b/w ""Ida Red,"" ""The Girl I Left Behind.""  Woody Guthrie, Golden Gate, et al.

Written by Alan Lomax and Nicholas Ray. Announcer: John Tillman"
That Gal I Left Behind Me,"engineer notes:  saved as TD8
two audio files renamed: TD8-01 and TD8-02",00:04:52,Play parties and the songs that people sing (continued),Back Where I Come From: Party Songs,1940,Columbia Broadcasting System,The program consists of three songs with brief narrated segments before and after each piece. Woody Guthrie talks about play parties and briefly explains the purpose of secular songs.,"Tillman, John","Notes read: Back Where I Come From - Party Songs III, IV. ""Skip to My Lou"" b/w ""Ida Red,"" ""The Girl I Left Behind.""  Woody Guthrie, Golden Gate, et al.

Written by Alan Lomax and Nicholas Ray. Announcer: John Tillman"
